deptAcronym,shortcode,uniqueId,department,projectName,description,totalBudget,estimatedCompletionDate,rawProvidedDate,yearsRemaining,originalDocumentOrder,source,asOfDate,isOver10M,isOver100M
tc,cctd,tc-cctd,Transport Canada,Canadian Centre on Transportation Data and Bill C-49 Requirements,"Canadian Centre on Transportation Data and Bill C-49 Requirements - As part of the Trade and Transportation Information System, TC and Statistics Canada established the Canadian Centre on Transportation Data and an Open Hub to serve as an authoritative source of multi-modal transportation data and performance measures. The GC also introduced legislation, Bi!! C-49, to provide a better experience for travelers and a transparent, fair, efficient end safer freight rail system to facilitate trade and economic growth. Desired business outcomes include increased transparency of airline and rail Industries, improved Internal analysis of airline join! ventures, improved policy decisions, better investment and travel decisions bv Canadians, and more accurate Pr□iec!i ons on future transportation demand.","$1,417,000","June 30, 2020","June 30, 2020",1.2,442,8555-421-2460,"May 1, 2019",0,0
tc,tsis,tc-tsis,Transport Canada,Transportation Security Information System,"Transportation Security Information System (TSIS) - The goal of this project Is to update an existing application that is used lo manage and track the operatlons of bolh Aviation Security's and Surface and lnlermodai Security's oversight programs. In its current state, TSIS is insufficient !n capturing !he type and amount of data required by the programs and is inadequate in supporting risk, trend analysis and decision-making. Additional automation and improvements are required to provide a
 comprehensive risk assessment solution.","$3,189,557","March 31, 2022","March 31, 2022",2.9,443,8555-421-2460,"May 1, 2019",0,0
tc,egis,tc-egis,Transport Canada,Enterprise Geospatial Information System,"Enterprise Geospatial Information System - Ocean's Protection Plan, Canadian Centre on Transportation Data as well as other government priorities require the capacity tor integrated spatial anaiysis and visualization of results. This enterprise-wide portal will reduce costs by consolldating Departmental GIS environments and licenses, amalgamate multiple datasets and provide an efficienl mechanism to exchange information, and improve decision-making through the use of visualization tools and improved data ouamv. TC will consolidate its existinq GIS licenses and augment iis computinq capacity in order to meet the expected demand.","$4,091,028","December 31, 2020","December 31, 2020",1.7,444,8555-421-2460,"May 1, 2019",0,0
tc,ims,tc-ims,Transport Canada,Incident Management System,"Incident Management System - Through the !MS project, TC will create an Office o! incident Management (OIM) which will modernize the department's response processes, across all modes and programs. A critical component of this response modernization effort wm be the implementation of the intemational!y recognized !MS to enable improvements in response efficiency and effectiveness. High quality digital intelligence will be harnessed lo power a real-time picture of incidents and threats to the transpcrtation system and rapid insiohts into the decisions that ensure the sa!etv and security of Canadians wm be generated.","$1,976,623","January 31, 2021","January 31, 2021",1.8,445,8555-421-2460,"May 1, 2019",0,0
tc,crsm,tc-crsm,Transport Canada,Cost Recovery Service Management,"Cost Recovery Service Management - This ongoing project will support !he implementation of the Services Fees Act of 2017 at TC. Key requirements to be delivered include the ability to accurately forecast service costs, track lime against delivering TC services and report on overall service delivery costs and results. An enterprise
 platform wlll allow TC !o have uniformity of service across all business lines implicated in cost recoverable activities.","$3,084,000","March 31, 2021","March 31, 2021",1.9,446,8555-421-2460,"May 1, 2019",0,0
tc,enterprise-bi,tc-enterprise-bi,Transport Canada,Enterprise Business Intelligence,"Enterprise Bl and Data Analytics - TC requires a modem enterprise platform enabling al! programs across !he department to significantly improve their Business Intelligence (Bl) and advanced data analytics capabilities. This platform will:
  
 o Support the transition towards a digital culture and a data-driven organization enabling horizontal reporting, data sharing, and data stewardship;
 o Enable collection of data from program areas across the department into a secure enterprise TC Data Lake thus eliminating data silos and duplication resulting in cost etticiencies;
 o Enable employees and program areas to new sources of data (including big data) to improve planning, policy development, and risk-based decision making; and,
 o Provide employees with modern tools and advanced analytics capabilities (machine learning, geospatial, predictive analytics, and artificial intellioence}.","$7,340,277","March 31, 2021","March 31, 2021",1.9,447,8555-421-2460,"May 1, 2019",0,0
tc,tc-mims,tc-tc-mims,Transport Canada,TC Medical Information Management System,TC - Medical Information Management System (TC-MIMS) • The objective ol !his ongoing initiative is to improve the efficiency and effectiveness of the two medical programs currently administered by TC in the Civil Aviation and Marine portfolios. Physicians will eventualiy be able lo submit examination results to TC to ensure that pilots and ship captains are fit lo perform their work.,"$2,500,000","March 31, 2020","March 31, 2020",0.9,448,8555-421-2460,"May 1, 2019",0,0
tc,lms,tc-lms,Transport Canada,Learning Management System Replacement,"Departmental Leaming Management System (LMS) - The objective of this project is to replace Transport Canada's (TC) legacy Learning Management System (LMS)
 with an enterprise LMS for use by al! TC employees and all external client stakeholders.","$2,736,213","September 30, 2019","September 30, 2019",0.4,449,8555-421-2460,"May 1, 2019",0,0
tc,aimms,tc-aimms,Transport Canada,Aircraft Inventory and Maintenance Management,"Aircraft Inventory and Maintenance Management (AlMMS) - The current aircraft inventory system has reached the end ol its life and support is no longer cost-effective. The inventory is currently managed manually and prone to error. Its companion maintenance system, Computerized Aircraft Maintenance Program also requires substantial improvements lo make l! an effective tool. New software will decrease the number of issues, enable better inventory management and increase program e!llciency.
 The project will explore the opportunity to leverage a third party to deliver this system via a Request for Information process and define the optimal characleristlcs of a target system to be procured via a competitive process.","$14,996,031","January 31, 2024","January 31, 2024",4.8,450,8555-421-2460,"May 1, 2019",1,0
tc,fodm,tc-fodm,Transport Canada,Flight Operations Data Management,"Flight Operalions Da!a Management - This project will address the requirement lor a system to plan flight operations, record flying activities, manage pilot training records, track pilot flight and duty times, and generate various reports concerning these activities. Two software products that are critical to the continued operations of
 !he Aircraft Services Directorate will be replaced, namely FiightPak and FLTDUTY XLS, which are stable but have reached the end of their life and are no longer receiving vendor support. A COTS product, or suite of products, will be procured that wm allow Aircraft Services to meet and stay in compliance with the changes to the Civil Aviation Regulations for Flight Duty requirements. Business efficiencies will be gained through system and data integration as well as robust reporting. Furthermore, a new product will also allow Aircraft Services to provide online aircraft booking based on availability of fleet aircraft in line with maintenance schedules to TC Pilots and
 Canadian Coast Guard operations nationally.","$1,362,842","March 31, 2020","March 31, 2020",0.9,451,8555-421-2460,"May 1, 2019",0,0
tc,miss,tc-miss,Transport Canada,Major Investigation Specialized Software,"Major Investigation Specialized Software - This will acquire and pilot · software to assist in the conduct of regulatory Investigations including major investigations. By adopting a recognized law enforcement methodology, coupled with industry-standard investigation specialized softvvare, the department will have the ability to work with other::""  (Le. Federal, Provincial, Territorial and Municipal) in a cohesive approach during significant investigations. The solution will increase
 efficiencies though in-field electronic data gatherina, improved data storage, and the ability to share data with external law en!orcement aoencies.","$1,767,851","March 31, 2020","March 31, 2020",0.9,452,8555-421-2460,"May 1, 2019",0,0
tc,neats,tc-neats,Transport Canada,National Environmental Assessment Tracking System,"National Environmental Assessment Tracking Syslem (NEATS) - As a result of proposed legislation, Bill C-69, the current NEATS will not be able to support the business
 operations of the Environmental Programs group. The purpose of this project is to seek alternative solutions, including the possibility of Environmental Programs utilizing (in whole or in part) the system currently under development by the Canadian Environmental Assessment Agency (CEAA).","$1,500,000",,TBD,,453,8555-421-2460,"May 1, 2019",0,0
tc,scem,tc-scem,Transport Canada,Stakeholder Consultations and Engagement Management,"Stakeholder Consultations and Engagement Management• This project will provide TC the ability to report on consultations under Open Governmen!/Open Dialogue, strengthen nation-to-natlon relationships with Indigenous peoples through consistent and effective engagement, improve stakeholders' coordina!lon and consultation activities across the department and partners, Improve the accuracy of data to meet business and reporting needs, and the ability to effectively and efficiently track, manage, report, engage and build trust with partners.","$1,582,233","March 31, 2020","March 31, 2020",0.9,454,8555-421-2460,"May 1, 2019",0,0
tc,gcdocs,tc-gcdocs,Transport Canada,GCdocs,"Transition to GCdocs • In alignment with TC's Back Office Strategy and TBS' direction to implement the GCdocs platform as the enterprise document and records management (EDRM) solution, the GCdocs project will replace RDIMS and shared drives. The project will perform substantial national client engagement to develop a new information architecture, file plan, permissions model, as well as execute file clean-up, file mkiralion, client lrainino and software deployment to the workstations.","$8,500,000","March 31, 2021","March 31, 2021",1.9,455,8555-421-2460,"May 1, 2019",0,0
tc,ccm-enterprise,tc-ccm-enterprise,Transport Canada,ccmEnterprise to GCdocs Transition,"ccmEnterprise - The ccmMercury platform integrates with the document management system (RDIMS), Microsoft Office QMMnM anCrystal Reports/Business Objects environment. This software is no longer supported by the vendor; there has been no technical support or system upgrades !or the last lour years. This new project will position the department for the transition to GCdocs and consolidate multiple solutions currently in use at TC for correspondence and other workllows.","$2,334,983","March 31, 2022","March 31, 2022",2.9,456,8555-421-2460,"May 1, 2019",0,0
tc,wlm,tc-wlm,Transport Canada,Workload Migration,"Workload Migration Leveraging Cloud Services - This will conduct an analysis and prepare a plan !or the migration of TC business applications and workloads to Cloud services where appropriate. The key deliverables a.re 1) short, medium and long term Workload Migration solutions based on Cloud services, SSC data center, and other alternative and architectures compliant with TC and GC standards and guidelines for the delivery of IT services; and 2) a comprehensive migration
 plan lo ensure TC's migration readiness in synchronization with the availability of SSC brokered Cloud services,","$9,130,065","March 31, 2020","March 31, 2020",0.9,457,8555-421-2460,"May 1, 2019",0,0
tc,o365,tc-o365,Transport Canada,Microsoft 365 Upgrade,"Microsoft 365 • This investment ls to upgrade TC's current Microsoft Office 2013 solution prior to its 2023 end-of-life. Microsoft 365 will provide a next generation tooiset
 for our employees and will ensure the Department's compliance with TBS OCIO's anticipated directive to replace Office 20i3.","$2,890,125","March 31, 2022","March 31, 2022",2.9,458,8555-421-2460,"May 1, 2019",0,0
tbs,wlm,tbs-wlm,Treasury Board of Canada Secretariat,Workload Migration,"TBS Workload Modernization (WLM): Shared Services Canada (SSC) is scheduled to close the Aviation Parkway Data Center (APDC) by February 2020. This project allows TBS to fully adopt cloud-based technology by moving all of TBS data and applications from the APDC to the cloud by December 2019, as part of the TBS/Office of the Chief Information Officer of Canada-led GC Application Modernization initiative. This presents an opportunity for TBS to take on a leading role in the Government of Canada (GC).","$6,254,051","March 31, 2020","March 31, 2020",0.9,459,8555-421-2460,"May 1, 2019",0,0
