deptAcronym,shortcode,uniqueId,department,latestProjectName,latestDescription,numOfEntries,originalBudget,latestBudget,originalBudgetSource,latestBudgetSource,originalEstimatedCompletionDate,latestEstimatedCompletionDate,originalEstimatedCompletionDateSource,latestEstimatedCompletionDateSource,budgetDelta,budgetDeltaPercentage,datesDelta,estimatedStatus,isOver10M,isOver100M
ssc,aacs,ssc-aacs,Shared Services Canada,SSC - Administrative Access Controls Service (AACS),This project standardizes administrative account management and ensures only those with administrative privileges are provided with the appropriate level of privileges. This will ultimately provide customers with the capability to manage administrative/privileged access within their own environment. Security will be enhanced through the provision of auditing and reporting capabilities for administrative accounts.,3,23690000,34694937,2016,2022,2018-03-31,2024-01-03,2016,2022,11004937,46.45,5.76,behind schedule,1,0
ssc,ads,ssc-ads,Shared Services Canada,Directory Services Synchronization,"Directory Services Synchronization - PRJ-002934 The project is a foundational element for end-state data-centre workload migration and also many other services to enable delivery. Active Directory synchronization will be a core contribution. SSC Directory Services Synchronization centralizes partner departments and agencies repository data within the SSC enterprise data centre infrastructure, authenticates partner departments and agencies into the SSC enterprise data centre, and authenticates other SSC services in the SSC enterprise data centre. Partner departments and agencies maintain control of their own validation authority to enable and disable users into their respective repositories and the SSC Directory Services centralized repository is maintained up to date through a synchronization mechanism.",1,3607000,3607000,2016,2016,2017-12-31,2017-12-31,2016,2016,,,,completed,0,0
ssc,apw,ssc-apw,Shared Services Canada,Application Whitelisting,"Application Whitelisting - PRJ-003246 (Project is in inititation mode) Application Whitelisting technology controls which applications can be installed and executed on IT equipment. Explicitly identifying which applications are authorized, and denying all others by default, reduces the risk of servers and other Enterprise Data Centres infrastructure becoming infected with software based malware for which antivirus protection may not be as effective at detecting and preventing infection.",1,8338593,8338593,2016,2016,2018-03-31,2018-03-31,2016,2016,,,,completed,0,0
ssc,canada-usa-ipt,ssc-canada-usa-ipt,Shared Services Canada,Canada-USA IP Transport,Canada-USA IP Transport - PRJ-002993 This project will support the infrastructure for interconnecting Canada and United States Department of National Defense/Department of Defense locations.,1,5910043,5910043,2019,2019,2019-12-02,2019-12-02,2019,2019,,,,completed,0,0
ssc,canarie,ssc-canarie,Shared Services Canada,CANARIE Network Monitoring,"CANARIE- PRJ-002971 The aim of this project is to implement a Government of Canada (GC) Science Network with integrated Enterprise Network Secure Perimeter, followed by consolidation of GC connectivity to Canadian network for the Advancement of Research, Industry and Education (CANARlE is a non-profit company).",2,32700000,31626469,2016,2019,2018-03-31,2019-12-31,2016,2019,-1073531,-3.28,1.75,behind schedule,1,0
ssc,cloud-arch,ssc-cloud-arch,Shared Services Canada,Cloud Architecture,"Cloud Architecture - PRJ-003800 The Managed Infrastructure as a service initiative seeks to address the significant backlog in providing server and storage infrastructure to support partner projects in a timely and agile manner to meet partner development timelines. This proposal will allow for the streamlining of the design, acquisition, deployment and operation of standard Windows and Linux Virtual machines and their associated integration to SSC and partner lead projects. The addition of design and integration services at the front end of a project engagem_ent, as well as added operational resources that form a managed service will provide SSC with the required agility and velocity to address this backlog.",1,18000000,18000000,2019,2019,,,,,,,,unknown (past due),1,0
ssc,cmp,ssc-cmp,Shared Services Canada,Cloud Management Platform,"Cloud Management Platform (CMP) - PRJ-003768 The CMPs are integrated products that provide for the management of public, private and hybrid cloud environments. The main objective of the CMP project is to implement the Cloud based Data Centre Enabling Services to provide partner-facing services. Collectively they will enable the GC information management/ IT components to provide services to Canadians and Canadian businesses.",1,29503914,29503914,2019,2019,2021-03-31,2021-03-31,2019,2019,,,,completed,1,0
ssc,dbaas,ssc-dbaas,Shared Services Canada,Database as a Service,"Data Base as a Service - PRJ-003779 This project will establish an SSC catalogued Database as an optional service for partners, through exploration of GC horizontal opportunities.",1,1425000,1425000,2019,2019,,,,,,,,unknown (past due),0,0
ssc,dcp1,ssc-dcp1,Shared Services Canada,Digital Communications Phase 1,"Digital Communications Phase 1 - PRJ-003424 The Digital Communications Program will deliver innovative, cost-effective support to the GC using new and emerging technological advances to support an interactive and collaborative workplace, improving the capabilities of SSC and its partner organizations as they serve Canadian citizens and businesses.",1,20663221,20663221,2019,2019,2020-12-15,2020-12-15,2019,2019,,,,completed,1,0
ssc,ea,ssc-ea,Shared Services Canada,QualiWare Enterprise Architecture Tool,Enterprise Architecture (EA) Tool - QualiWare- PRJ-004225 The main objective of this project is to implement an EA tool (Qualiware) across SSC.,1,3302000,3302000,2019,2019,2020-07-01,2020-07-01,2019,2019,,,,completed,0,0
ssc,ecc,ssc-ecc,Shared Services Canada,SSC - Integrated Enterprise Command Centre,"The Integrated Enterprise Command Centre (ECC) Service project will consolidate, centralize, and modernize the monitoring command and control of SSC shared IT infrastructure. The goal of the project is to consolidate the many existing monitoring sites into the fewest possible.",2,4834000,4834000,2019,2019,2021-03-31,2023-07-01,2019,2022,,,2.25,behind schedule,0,0
ssc,edc-borden-1,ssc-edc-borden-1,Shared Services Canada,Enterprise Data Centre Borden Phase 1,Enterprise Data Centre (EDC) Borden Facility Expansion - PRJ-001933 This project will provide additional power and data hall capacity. The facility enhancements will be achieved through a Public Private Partnership (P3) and will be constructed in a modular design providing maximum flexibility to SSC for future upgrades.,2,24403820,31671636,2016,2019,2018-03-31,2019-09-30,2016,2019,7267816,29.78,1.5,behind schedule,1,0
ssc,edc-borden-2,ssc-edc-borden-2,Shared Services Canada,EDC Borden Expansion IT Establishment Phase 2,"EDC Borden Expansion IT Establishment 2 - PRJ-003032 The main objective of the EDC Borden Expansion IT Establishment project is to implement the Data Centre Enabling Services to provide partner-facing services. Collectively they will enable the GC IT components to provide services to Canadians and Canadian businesses. This project will implement initial compute, storage, network, and security footprint in the newly established Borden EDC.",1,59572512,59572512,2019,2019,2021-03-31,2021-03-31,2019,2019,,,,completed,1,0
ssc,edc-montreal-1,ssc-edc-montreal-1,Shared Services Canada,EDC Montreal IT Establishment,"EDC Montreal IT Establishment - PRJ-003379 This project will implement initial compute, storage, network, and security footprint in the new Enterprise Data Centre Montreal, Additionally this project will implement infrastructure to streamline preparations for the Dorval Data Centre migration project.",1,57294919,57294919,2019,2019,2020-06-08,2020-06-08,2019,2019,,,,completed,1,0
ssc,edc-montreal-2,ssc-edc-montreal-2,Shared Services Canada,EDC Montreal Facility Establishment,"EDC Montreal Facility Establishment- PRJ-001940 This project will consist of two main phases: The first phase will include the planning and procurement activities and the second will concentrate on any retrofit activities required (i.e., power, ventilation, cabling, security).",1,1265885,1265885,2019,2019,2019-09-30,2019-09-30,2019,2019,,,,completed,0,0
ssc,emdm-1,ssc-emdm-1,Shared Services Canada,Enterprise Mobile Device Management,Enterprise Mobile Device Management (EMDM) - PRJ-003338 The goal of the EMDM project is to provide a mobile device management service to SSC's partner community that will support secure Android and iOS devices to assure service continuity as well as continued support for the BlackBerry 10 devices.,1,17602341,17602341,2019,2019,2019-12-31,2019-12-31,2019,2019,,,,completed,1,0
ssc,emdm-2,ssc-emdm-2,Shared Services Canada,Enterprise Mobile Device Management Evolution,EMDM Evolution - PRJ-005977 This project will examine the next evolution of the EMDM service including examining alternative options to deliver a modern client-facing full feature mobility management capability for the GC.,1,9000000,9000000,2019,2019,2021-03-31,2021-03-31,2019,2019,,,,completed,0,0
ssc,ems,ssc-ems,Shared Services Canada,SSC - Enterprise Monitoring Solution,"Shared Services Canada (SSC) proposes to procure and implement an Enterprise Monitoring Solution (EMS) which will enable SSC to proactively monitor all SSC infrastructure, rather than depending on client departments to report information technology (IT) infrastructure failures.",1,,,,,2025-01-01,2025-01-01,2022,2022,,,,new,0,0
ssc,epp,ssc-epp,Shared Services Canada,Electronic Procurement and Payment,"Electronic Procurement and Payment - PRJ-001560 The project aims to plan, build, host and operate a commercial procurement and payment solution for SSC.",1,11413131,11413131,2016,2016,2016-08-31,2016-08-31,2016,2016,,,,completed,1,0
ssc,eps,ssc-eps,Shared Services Canada,Enterprise Perimeter Security,Enterprise Perimeter Security (EPS) - PRJ-003247 The objective of the EPS Project is to increase the visibility of cyber threats targeting GC networks in order to reduce the potential for compromising information and infrastructure assets of SSC and its partner departments and agencies.,2,23168425,21643272,2016,2019,2021-03-31,2020-03-31,2016,2019,-1525153,-6.58,-1,ahead of schedule,1,0
ssc,eti,ssc-eti,Shared Services Canada,Email Transformation Initiative,Email Transformation Initiative - PRJ-000699 The project will replace existing Shared Services Canada (SSC) and its partners' email systems with a consolidated email solution. SSC will also provide this email service on an optional basis to other Government of Canada organizations.,1,76513758,76513758,2016,2016,2018-06-24,2018-06-24,2016,2016,,,,completed,1,0
ssc,evas,ssc-evas,Shared Services Canada,"SSC - Endpoint Visibility, Awareness and Security (EVAS)","The EVAS project will provide an integrated capability to have real-time visibility and awareness of all GC endpoint devices (i.e. servers, desktops, laptops and tablets), while providing the same with an evolved endpoint security suite. This will provide end-toend visibility, awareness and security to the entire GC enterprise.",2,150725000,150725000,2019,2019,2024-09-30,2024-09-30,2019,2022,,,,on schedule,1,1
ssc,evcm,ssc-evcm,Shared Services Canada,Enterprise Vulnerability and Compliance Management,"Enterprise Vulnerability and Compliance Management - PRJ-003248 Enterprise Vulnerability Management (VM) is a proactive service that allows for systematic identification, classification, prioritization and mitigation of vulnerabilities in IT systems on a continuous basis. Scanning all aspects of GC IT infrastructure allows for the early and systematic detection of vulnerabilities.",2,29446711,21439766,2016,2019,2021-03-31,2020-03-31,2016,2019,-8006945,-27.19,-1,ahead of schedule,1,0
ssc,gc-cluster,ssc-gc-cluster,Shared Services Canada,GC Cluster,GC Cluster - PRJ-003781 This project will establish common infrastructure for partner departments (business and technology clusters) through exploration of GC horizontal opportunities.,1,6205000,6205000,2019,2019,,,,,,,,unknown (past due),0,0
ssc,gcnet-wan,ssc-gcnet-wan,Shared Services Canada,SSC - GCNet WAN Project,"The Government of Canada Network Wide Area Network (GCNet WAN) project will converge, consolidate and standardize wide area networks to a common, shared, enterprise network, while maintaining required segregation of data through logical (not physical) security domains and zones.",3,85514721,80118370,2016,2019,2020-03-31,2022-09-30,2016,2022,-5396351,-6.31,2.5,behind schedule,1,0
ssc,gcsi,ssc-gcsi,Shared Services Canada,SSC - GC Secret Infrastructure (GCSI) Expansion,The GCSI project is made up of three components:GCSI Secret Infrastructure Expansion will consolidate and rationalize the majority of the existing secret infrastructures currently supported by SSC so that they may be operated more securely and cost effectively.GCSI High Availability will provide the addition of the high availability and disaster recovery capabilities that are considered an operational necessity to support the availability requirements for GCSI.,2,93881406,94122055,2019,2022,2024-03-31,2024-11-11,2019,2022,240649,0.26,0.62,behind schedule,1,0
ssc,hccs,ssc-hccs,Shared Services Canada,Hosted Contact Centre Services Transformation,"Hosted Contact Centre Services (HCCS) Transformation - PRJ-001827 The HCCS Transformation Project is a sub project of the Telecommunications Transformation Program. The aim of the project is to establish a new HCCS contract, infrastructure and platform.",2,17600000,44059000,2016,2019,2023-03-31,2020-03-31,2016,2019,26459000,150.34,-3,ahead of schedule,1,0
